date,product_id,customer,quantity,unit_price,payment_received
2018-08-18,119,Joshua,14,1.81,27
2018-08-19,123,Timothy,10,1.12,13
2018-08-20,115,Gail,6,1.27,10
2018-08-21,123,William,4,1.37,7
2018-08-22,115,Wesley,11,1.47,18
2018-08-23,121,Michael,8,1.99,18
2018-08-24,118,Jo,10,1.61,18
2018-08-25,116,Jacque,10,1.85,21
2018-08-26,121,Beatrice,18,1.17,23
2018-08-27,120,Raymond,20,1.14,25
2018-08-28,115,Matthew,7,1.94,16
2018-08-29,115,Cody,11,1.22,15
2018-08-30,124,Heather,14,1.2,19
2018-08-31,116,Jonathan,14,1.38,21
2018-09-01,120,Jean,4,1.7,9
2018-09-02,122,Gary,10,1.43,16
2018-09-03,115,Tasha,8,1.9,17
2018-09-04,122,Scott,10,1.76,20
2018-09-05,123,Kelly,6,1.26,10
2018-09-06,119,Michael,4,1.37,7
2018-09-07,125,Tiffany,16,2,34
2018-09-08,119,Martha,9,1.46,15
2018-09-09,117,Michael,18,1.23,24
2018-09-10,125,Melissa,12,1.45,19
2018-09-11,119,Everett,11,1.97,24
2018-09-12,118,Paul,12,1.31,18
2018-09-13,121,In,18,1.41,27
2018-09-14,122,Lawrence,6,1.94,14
2018-09-15,125,Theresa,8,1.79,16
2018-09-16,117,Geneva,20,1.57,33
2018-09-17,123,Ethel,14,1.26,20
2018-09-18,121,Rita,13,1.29,19
2018-09-19,117,Suzanne,18,1.84,35
2018-09-20,120,Latoya,19,1.89,38
2018-09-21,119,Margaret,9,1.34,14
2018-09-22,118,Kenny,1,1.89,4
2018-09-23,119,Cathryn,14,1.48,23
2018-09-24,124,Darwin,18,1.93,37
2018-09-25,124,Anthony,3,1.06,5
2018-09-26,119,Harry,7,1.83,15
2018-09-27,118,Harold,2,1.29,5
2018-09-28,115,Gregory,19,1.7,34
2018-09-29,120,Charles,5,1.82,11
2018-09-30,123,Richard,10,1.68,19
2018-10-01,121,Terry,15,1.71,28
2018-10-02,124,Mark,19,1.1,23
2018-10-03,121,Marietta,12,1.34,18
2018-10-04,123,Lillian,6,1.29,10
2018-10-05,115,Davina,9,1.77,18
2018-10-06,116,Michael,14,1.01,16
2018-10-07,116,Aracelis,8,1.55,14
2018-10-08,115,June,10,1.71,19
2018-10-09,120,David,20,1.95,41
2018-10-10,125,Matthew,17,1.27,24
2018-10-11,122,Elwood,13,1.27,19
2018-10-12,122,Leslie,5,1.94,12
2018-10-13,124,Bradley,20,1.34,29
2018-10-14,115,Tammy,11,1.02,13
2018-10-15,119,Ruby,13,1.02,15
2018-10-16,124,Joel,16,1.2,21
2018-10-17,124,Joyce,7,1.48,12
2018-10-18,116,Eddie,17,1.14,21
2018-10-19,119,Dana,2,1.58,5
2018-10-20,122,Deborah,9,1.11,12
2018-10-21,122,Jesus,15,1.4,23
2018-10-22,119,Carol,13,1.79,25
2018-10-23,123,Timothy,13,1.09,16
2018-10-24,115,Thomas,8,1.33,13
2018-10-25,122,Gina,12,1.34,18
2018-10-26,117,Dustin,16,1.78,30
2018-10-27,121,Harvey,14,1.21,19
2018-10-28,122,Joyce,17,1.99,36
2018-10-29,120,Simon,12,1.87,24
2018-10-30,117,Helen,3,1.87,8
2018-10-31,117,Lessie,12,1.92,25
2018-11-01,120,Thomas,2,1.16,4
2018-11-02,120,Joe,5,1.32,9
2018-11-03,120,Tony,8,1.07,11
2018-11-04,120,Flora,4,1.82,9
2018-11-05,123,Debra,13,1.66,24
2018-11-06,116,Wesley,3,1.09,5
2018-11-07,122,Jason,12,1.74,23
2018-11-08,125,Lisa,17,1.79,32
2018-11-09,125,Marina,19,1.98,40
2018-11-10,125,Robert,5,1.9,11
2018-11-11,123,Marie,1,1.99,4
2018-11-12,123,Pedro,10,1.56,18
2018-11-13,123,Jesse,11,1.68,21
2018-11-14,119,Marie,18,1.53,29
2018-11-15,115,Alicia,16,1.23,22
2018-11-16,122,Karrie,16,1.24,22
2018-11-17,117,Peter,16,1.34,23
2018-11-18,125,Debbie,12,1.76,23
2018-11-19,116,Michael,19,1.26,26
2018-11-20,120,Alyse,11,1.1,14
2018-11-21,117,Therese,4,1.32,7
2018-11-22,118,David,2,1.98,6
2018-11-23,118,Gearldine,1,1.45,3
2018-11-24,118,Jessica,12,1.23,17
2018-11-25,122,Jill,3,1.16,5
2018-11-26,122,Theodore,13,1.86,26
2018-11-27,118,Alan,5,1.29,8
2018-11-28,121,Edna,7,1.27,11
2018-11-29,119,Mildred,13,1.04,15
2018-11-30,124,Juanita,13,1.8,25
2018-12-01,115,Ruth,12,1.12,15
2018-12-02,123,John,2,1.28,5
2018-12-03,125,David,19,1.89,38
2018-12-04,116,Alene,7,1.24,11
2018-12-05,125,Joan,3,1.51,7
2018-12-06,124,Michele,20,1.22,26
2018-12-07,115,Nancy,15,1.63,27
2018-12-08,124,Ronnie,10,1.08,13
2018-12-09,122,Ann,7,1.14,10
2018-12-10,119,Erica,16,1.43,25
2018-12-11,122,Jane,1,1.7,4
2018-12-12,115,Brian,18,1.32,26
2018-12-13,122,Howard,6,1.46,11
2018-12-14,121,Nicholas,7,1.56,13
2018-12-15,125,Kristen,1,1.77,4
2018-12-16,119,Joseph,17,1.49,27
2018-12-17,124,Diane,20,1.32,28
2018-12-18,124,Richard,9,1.61,16
2018-12-19,119,Thomas,15,1.61,26
2018-12-20,123,William,14,1.74,26
2018-12-21,117,Ann,9,1.23,13
2018-12-22,124,Barbara,19,1.39,28
2018-12-23,120,Jason,2,1.38,5
2018-12-24,123,June,13,1.58,23
2018-12-25,124,Cathie,9,1.89,19
2018-12-26,118,Leola,1,1.7,4
2018-12-27,116,Connie,16,1.49,26
2018-12-28,123,Phyllis,1,1.21,3
2018-12-29,125,Kevin,1,1.05,3
2018-12-30,120,Donald,8,1.81,16
2018-12-31,124,Joseph,18,1.83,35
2019-01-01,125,Richard,20,1.57,33
2019-01-02,116,Eric,16,1.21,21
2019-01-03,123,Yvette,4,1.55,8
2019-01-04,124,Terrance,4,1.62,8
2019-01-05,122,Gregory,13,1.59,23
2019-01-06,119,Kathryn,13,1.4,20
2019-01-07,120,Steven,5,1.87,11
2019-01-08,123,Ricardo,18,1.06,21
2019-01-09,123,Jonathan,4,1.52,8
2019-01-10,120,Genevieve,15,1.21,20
2019-01-11,118,Brian,7,1.12,10
2019-01-12,122,Robin,10,1.71,19
2019-01-13,120,Denise,15,1.53,25
2019-01-14,116,William,19,1.44,29
2019-01-15,120,Tammy,1,1.14,3
2019-01-16,121,Karen,13,1.98,28
2019-01-17,116,Isaiah,15,1.52,25
2019-01-18,116,Christopher,5,1.01,7
2019-01-19,124,William,12,1.52,20
2019-01-20,117,Catherine,18,1.84,35
2019-01-21,116,Annette,16,1.96,33
2019-01-22,122,Tracy,4,1.41,8
2019-01-23,123,Frank,11,1.6,20
2019-01-24,115,Brian,18,1.38,27
2019-01-25,121,Shelley,1,1.22,3
2019-01-26,125,Michael,17,1.16,22
2019-01-27,122,Julia,2,1.03,4
2019-01-28,115,James,16,1.62,28
2019-01-29,122,Katelyn,14,1.33,21
2019-01-30,120,Daniel,15,1.95,31
2019-01-31,125,Rafael,10,1.5,17
2019-02-01,116,Raymond,9,1.64,17
2019-02-02,120,Rachel,11,1.52,19
2019-02-03,117,Patricia,12,1.96,25
2019-02-04,120,Christine,7,1.63,13
2019-02-05,117,Gerald,18,1.31,26
2019-02-06,121,Kathleen,14,1.05,17
2019-02-07,115,Nathaniel,2,1.02,4
2019-02-08,124,Cody,15,1.3,21
2019-02-09,118,Donna,18,1.89,36
2019-02-10,117,Melinda,17,1.74,32
2019-02-11,125,David,7,1.07,10
2019-02-12,125,John,16,1.01,18
2019-02-13,120,Katie,6,1.91,13
2019-02-14,119,Keenan,6,1.32,10
2019-02-15,121,Tamara,4,1.46,8
2019-02-16,115,Grover,17,1.17,22
2019-02-17,120,Betty,16,1.71,29
2019-02-18,118,Leland,9,1.05,11
2019-02-19,123,Dawn,6,1,8
2019-02-20,116,Douglas,6,1.67,12
2019-02-21,121,Yolanda,5,1.38,9
2019-02-22,119,Courtney,7,1.34,11
2019-02-23,118,Cathy,4,1.97,10
2019-02-24,122,Steven,9,1.97,20
2019-02-25,120,Floyd,17,1.3,24
2019-02-26,124,Teresa,15,1.69,27
2019-02-27,122,Mario,14,1.5,23
2019-02-28,125,Irving,5,1.1,8
2019-03-01,118,Lisa,15,1.72,28
2019-03-02,123,George,20,1.94,41
2019-03-03,121,Dorothy,20,1.34,29
2019-03-04,118,Mary,6,1.34,10
2019-03-05,118,Charles,15,1.97,32
2019-03-06,119,Linda,17,1.43,26
2019-03-07,115,Judy,18,1.22,24
2019-03-08,119,Jerome,16,1.95,33
2019-03-09,120,Florence,10,1.48,17
2019-03-10,124,Elaine,17,1.85,33
2019-03-11,119,Annie,2,1.84,6
2019-03-12,118,Antoinette,12,1.1,15
2019-03-13,122,Michael,4,1.39,8
2019-03-14,121,Kate,7,1.71,14
2019-03-15,117,David,7,1.5,13
2019-03-16,117,James,1,1.23,3
2019-03-17,125,Denny,8,1.73,16
2019-03-18,122,Marjorie,3,1.24,6
2019-03-19,121,Judith,8,1.56,14
2019-03-20,120,Richard,12,1.09,15
2019-03-21,115,Tamara,11,1.16,15
2019-03-22,116,Lorene,6,1,8
2019-03-23,115,Austin,6,1.4,10
2019-03-24,122,Becky,4,1.81,9
2019-03-25,120,Gary,3,1.67,7
2019-03-26,115,Michael,3,1.11,5
2019-03-27,115,Angela,9,1.97,20
2019-03-28,125,Jamie,5,1.26,8
2019-03-29,116,Marlin,18,1.47,29
2019-03-30,123,Kevin,10,2,22
2019-03-31,119,Jan,17,1.53,28
2019-04-01,119,Jody,8,1.89,17
2019-04-02,115,Jimmie,15,1.29,21
2019-04-03,123,Robert,8,1.03,10
2019-04-04,120,Glenda,16,1.57,27
2019-04-05,118,Charlotte,7,1.41,12
2019-04-06,118,Henrietta,19,1.23,25
2019-04-07,123,Rose,6,1.66,12
2019-04-08,118,Francisco,4,1.23,7
2019-04-09,116,James,19,1.93,39
2019-04-10,121,Michael,4,1.99,10
2019-04-11,123,Anthony,5,1.17,8
2019-04-12,117,Pamela,9,1.81,18
2019-04-13,123,William,7,1.18,10
2019-04-14,117,Emily,2,1.47,5
2019-04-15,115,David,19,1.14,24
2019-04-16,124,John,17,1.85,33
2019-04-17,124,Catherine,10,1.22,14
2019-04-18,121,Michael,2,1.04,4
2019-04-19,124,Lyle,14,1.43,22
2019-04-20,117,Jean,6,1.15,9
2019-04-21,124,Ginger,19,1.15,24
2019-04-22,125,Ethel,12,1.72,23
2019-04-23,123,Jennifer,12,1.4,19
2019-04-24,124,Michael,1,1.32,3
2019-04-25,121,Ellen,5,1.49,9
2019-04-26,124,Leona,17,1.99,36
2019-04-27,116,Brian,19,1.63,33
2019-04-28,121,Patricia,17,1.02,19
2019-04-29,124,Irving,19,1.22,25
2019-04-30,118,Tamika,14,1.52,23
2019-05-01,120,Annette,8,1.99,18
2019-05-02,119,Anthony,4,1.39,8
2019-05-03,119,Steven,14,1.33,21
2019-05-04,125,Harry,19,1.32,27
2019-05-05,119,Shelia,19,1.17,24
2019-05-06,118,Wilma,8,1.21,12
2019-05-07,116,Retha,3,1.82,7
2019-05-08,118,Lisa,1,1.63,4
2019-05-09,116,Lucy,3,1.64,7
2019-05-10,117,Matthew,12,1.72,23
2019-05-11,118,Tony,4,1.84,9
2019-05-12,119,Renita,18,1.42,28
2019-05-13,124,Nicholas,11,1.62,20
2019-05-14,125,James,6,1.47,11
2019-05-15,124,Angela,1,1.04,3
2019-05-16,121,Georgia,15,1.05,18
2019-05-17,117,Caitlin,11,1.1,14
2019-05-18,115,Carlos,14,1.52,23
2019-05-19,121,Mary,6,1.45,11
2019-05-20,120,Marvin,14,1.62,25
2019-05-21,118,Richard,2,1.23,4
2019-05-22,124,Alyce,1,1.42,3
2019-05-23,122,Donna,10,1.07,13
2019-05-24,120,Gary,14,1.78,27
2019-05-25,115,Deanna,3,1.11,5
2019-05-26,124,Fred,19,1.3,27
2019-05-27,122,Doris,12,1.96,25
2019-05-28,119,Susan,20,1.87,39
2019-05-29,124,Brigitte,16,1.41,25
2019-05-30,115,John,12,1.76,23
2019-05-31,115,Denise,1,1.49,3
2019-06-01,123,Jarvis,11,1,13
2019-06-02,115,Edward,2,1.36,5
2019-06-03,118,Jaime,14,1.96,29
2019-06-04,125,Gail,19,1.31,27
2019-06-05,116,Kristina,11,1.28,16
2019-06-06,123,Lynn,6,1.58,11
2019-06-07,122,Claire,10,1.82,20
2019-06-08,122,Quinton,11,1.82,22
2019-06-09,118,Brian,18,1.16,23
2019-06-10,125,Brian,17,1.46,27
2019-06-11,116,Paul,9,1.56,16
2019-06-12,115,Lisa,7,1.81,15
2019-06-13,125,Brian,15,1.48,24
2019-06-14,122,Matthew,13,1.22,18
2019-06-15,116,Lucas,13,1.26,18
2019-06-16,117,Leona,1,1.22,3
2019-06-17,116,Maria,10,1.48,17
2019-06-18,117,Albina,7,1.43,12
2019-06-19,124,Eddie,12,1.39,19
2019-06-20,119,Manuel,8,1.22,12
2019-06-21,117,Mary,9,1.99,20
2019-06-22,116,Addie,5,1.81,11
2019-06-23,119,Neil,14,1.7,26
2019-06-24,124,Dennis,1,1.55,4
2019-06-25,124,Leo,15,1.73,28
2019-06-26,125,Richard,7,1.99,16
2019-06-27,125,Gail,15,1.21,20
2019-06-28,122,John,1,1.54,4
2019-06-29,120,Amy,3,1.06,5
2019-06-30,118,Donald,2,1.68,5
2019-07-01,124,Aleida,10,1.16,14
2019-07-02,121,Verda,12,1.41,19
2019-07-03,115,Bradford,8,1.85,17
2019-07-04,123,Curtis,14,1.39,21
2019-07-05,120,Roger,20,1.88,40
2019-07-06,120,Morgan,14,1.46,22
2019-07-07,120,Cleveland,3,1.26,6
2019-07-08,119,Anthony,18,1.12,22
2019-07-09,122,Sean,17,2,36
2019-07-10,120,Casey,14,1.96,29
2019-07-11,119,Stephen,2,1.12,4
2019-07-12,122,Paulette,12,1.52,20
2019-07-13,124,Thomas,5,1.61,10
2019-07-14,123,Susan,13,1.28,19
2019-07-15,118,Stephanie,4,1.84,9
2019-07-16,124,Laura,18,1.24,24
2019-07-17,119,Martha,7,1.97,16
2019-07-18,118,Brandon,13,1.59,23
2019-07-19,121,Charles,2,1.44,5
2019-07-20,117,Grace,20,1.67,35
2019-07-21,117,Theresa,10,1.32,15
2019-07-22,121,Floyd,20,1.45,31
2019-07-23,121,David,8,1.1,11
2019-07-24,115,Isela,16,1.5,26
2019-07-25,122,Robert,4,1.44,8
2019-07-26,118,Ted,14,1.04,17
2019-07-27,116,Ruby,10,1.7,19
2019-07-28,122,Freda,12,1.9,25
2019-07-29,117,Gerald,9,2,20
2019-07-30,124,Jodi,20,1.02,22
2019-07-31,117,Jonathan,5,1.96,12
2019-08-01,121,Samuel,2,1.16,4
2019-08-02,115,Marilyn,5,1.41,9
2019-08-03,125,Ann,2,1.55,5
2019-08-04,120,Duane,16,1.11,20
2019-08-05,116,Maria,10,1.35,16
2019-08-06,124,Myra,5,1.27,8
2019-08-07,115,Cecelia,4,1.2,7
2019-08-08,118,William,6,1.52,11
2019-08-09,118,Myrtle,9,1.1,12
2019-08-10,121,George,18,1.21,24
2019-08-11,119,Brenda,1,1.83,4
2019-08-12,119,Roberta,9,1.03,11
2019-08-13,124,Joseph,2,1.27,5
2019-08-14,115,Roy,19,1.33,27
2019-08-15,120,Tiffany,1,1.44,3
2019-08-16,122,Heather,18,1.82,35
2019-08-17,119,Annette,3,1.68,7
2019-08-18,121,Diane,17,1.75,32
2019-08-19,119,Kenneth,7,1.8,15
2019-08-20,123,Lucie,15,1.17,19
2019-08-21,122,Cameron,10,1.35,15
2019-08-22,124,Yolanda,6,1.32,10
2019-08-23,119,Sherri,12,1.33,18
2019-08-24,123,Marvin,14,1.31,20
2019-08-25,121,Audrey,1,1.59,4
2019-08-26,125,Michael,9,1.21,13
2019-08-27,118,Shalonda,7,1.45,12
2019-08-28,125,Barbara,18,1.61,31
2019-08-29,116,Monte,18,1.25,24
2019-08-30,122,Pauline,18,1.52,29
2019-08-31,120,Harley,13,1.6,23
2019-09-01,118,Robin,6,1.82,13
2019-09-02,120,Megan,18,1.56,30
2019-09-03,124,Linda,14,1.07,17
2019-09-04,118,Timothy,8,1.31,13
2019-09-05,125,Nancy,19,1.61,33
2019-09-06,125,Ernest,15,1.27,21
2019-09-07,117,Stephen,17,1.08,20
2019-09-08,123,Brent,4,1.96,10
2019-09-09,119,Shirley,5,1.47,9
2019-09-10,122,John,15,1.02,17
2019-09-11,116,Jose,2,1.75,6
2019-09-12,118,Maggie,5,1.68,10
2019-09-13,118,Joel,20,1.2,26
2019-09-14,124,Eva,3,1.35,6
2019-09-15,123,Traci,20,1.73,37
2019-09-16,115,Kathleen,18,1.07,21
2019-09-17,124,Mike,12,1.66,22
2019-09-18,123,Sam,1,1.32,3
2019-09-19,117,Marvin,14,1.03,16
2019-09-20,120,Mark,11,1.53,19
2019-09-21,122,Damien,18,1.61,31
2019-09-22,121,Michael,8,1.6,15
2019-09-23,119,Solomon,4,1.17,7
2019-09-24,122,Sandra,14,1.37,21
2019-09-25,115,Emily,9,1.71,17
2019-09-26,117,Cheryl,13,1.88,26
2019-09-27,116,Terri,11,1.57,19
2019-09-28,115,Luz,7,1.96,16
2019-09-29,123,Heather,11,1.89,23
2019-09-30,122,Brittany,9,1.97,20
2019-10-01,122,Tim,18,1.46,28
2019-10-02,122,Kathryn,4,1.76,9
2019-10-03,120,Robert,2,1.29,5
2019-10-04,120,Lisa,13,1.52,22
2019-10-05,115,Harry,14,1.47,23
2019-10-06,121,James,17,1.31,24
2019-10-07,124,Larry,9,1.09,12
2019-10-08,115,Norman,16,1.16,21
2019-10-09,117,Paul,20,1.74,37
2019-10-10,122,Susan,5,1.46,9
2019-10-11,125,Dennis,5,1.51,10
2019-10-12,124,Carrie,14,1.53,23
2019-10-13,124,John,4,1.1,6
2019-10-14,125,Anita,12,1.63,22
2019-10-15,118,Minnie,6,1.03,8
2019-10-16,120,Rita,11,1.38,17
2019-10-17,115,Wayne,7,1.05,9
2019-10-18,119,Johnnie,11,1.69,21
2019-10-19,117,Sally,16,1.08,19
2019-10-20,122,Joanne,12,1.31,18
2019-10-21,118,Justin,10,1.67,19
2019-10-22,122,William,17,1.14,21
2019-10-23,115,Myrtle,19,1.94,39
2019-10-24,123,Bianca,4,1.48,8
2019-10-25,124,Natasha,14,1.12,18
2019-10-26,121,Shane,18,1.86,35
2019-10-27,123,Danny,8,1.25,12
2019-10-28,119,Cordell,15,1.24,21
2019-10-29,123,Dwayne,18,1.9,36
2019-10-30,116,Bernard,19,1.82,37
2019-10-31,115,Ralph,6,1.67,12
2019-11-01,117,Kenneth,1,1.53,4
2019-11-02,117,Anna,19,1.09,23
2019-11-03,117,David,12,1.42,19
2019-11-04,119,Kirk,8,1.91,17
2019-11-05,117,Scott,8,1.52,14
2019-11-06,121,Paige,2,1.63,5
2019-11-07,120,Beatrice,14,1.2,19
2019-11-08,118,Peggy,1,1.83,4
2019-11-09,115,Valerie,15,1.68,27
2019-11-10,123,Mable,20,1.24,27
2019-11-11,116,Terrance,7,1.6,13
2019-11-12,116,Geraldine,1,1.2,3
2019-11-13,120,Brian,6,1.05,8
2019-11-14,115,Cynthia,7,1.17,10
2019-11-15,118,Ethel,15,1.47,24
2019-11-16,123,Sallie,14,1.3,20
2019-11-17,117,Charlotte,1,1.18,3
2019-11-18,123,Willis,10,1.52,17
2019-11-19,119,Joshua,3,1.08,5
2019-11-20,119,Norbert,7,1.16,10
2019-11-21,125,Wayne,5,1.9,11
2019-11-22,122,Eugene,15,1.9,31
2019-11-23,118,Tonya,20,1.67,35
2019-11-24,116,Maria,11,1.99,24
2019-11-25,120,Melissa,17,1.38,25
2019-11-26,125,Jimmy,5,1.78,11
2019-11-27,121,Marc,15,1.68,27
2019-11-28,124,Leonard,12,1.34,18
2019-11-29,120,Matthew,8,1.89,17
2019-11-30,121,George,15,1.65,27
2019-12-01,120,Steven,14,1.31,20
2019-12-02,119,Jana,3,1.42,6
2019-12-03,122,Maria,17,1.4,26
2019-12-04,118,Shirley,8,1.24,12
2019-12-05,122,Guadalupe,6,1.92,14
2019-12-06,119,Robert,15,1.86,30
2019-12-07,115,William,3,1.29,6
2019-12-08,122,Vennie,20,1.62,34
2019-12-09,125,Brian,15,1.3,21
2019-12-10,123,Holly,13,1.97,28
2019-12-11,123,Jessica,17,1.6,29
2019-12-12,120,Patricia,18,1.69,32
2019-12-13,119,Julia,12,1.84,24
2019-12-14,119,Kelly,8,1.48,14
2019-12-15,117,Ilse,18,1.56,30
2019-12-16,118,Roger,7,1.39,12
2019-12-17,116,Mario,15,1,17
2019-12-18,120,Paul,5,1.84,11
2019-12-19,122,Chris,6,1.95,14
2019-12-20,125,Mark,7,1.22,11
2019-12-21,118,Lauri,13,1.65,23
2019-12-22,117,Katherine,7,1.85,15
2019-12-23,116,Catherine,11,1.18,15
2019-12-24,115,Bernice,7,1.42,12
2019-12-25,124,William,14,1.43,22
2019-12-26,123,Vincent,1,1.9,4
2019-12-27,115,Bradley,20,1.8,38
2019-12-28,116,Joshua,7,1.54,13
2019-12-29,120,Michael,6,1.61,12
2019-12-30,123,Jessica,15,1.62,26
2019-12-31,124,John,8,1.12,11
2020-01-01,123,Justin,6,1.59,12
2020-01-02,119,Ashley,12,1.16,16
2020-01-03,117,Mildred,10,1.86,21
2020-01-04,123,Ola,8,1.28,12
2020-01-05,118,Tracy,12,1.84,24
2020-01-06,121,Richard,3,1.6,7
2020-01-07,125,Ralph,18,1.41,27
2020-01-08,125,Anton,16,1.6,28
2020-01-09,120,Bernice,18,1.07,21
2020-01-10,122,Vincent,16,1.29,23
2020-01-11,120,Delores,19,1.38,28
2020-01-12,117,Robert,20,1.1,24
2020-01-13,116,Imogene,13,1.01,15
2020-01-14,115,Lourdes,12,1.71,23
2020-01-15,122,Larry,13,1.85,26
2020-01-16,116,Danny,18,1.79,34
2020-01-17,118,Eleanor,7,1.24,11
2020-01-18,117,Ruth,20,1.15,25
2020-01-19,117,Scott,6,1.96,14
2020-01-20,118,Rosa,6,1.89,13
2020-01-21,119,Andrew,14,1.39,22
2020-01-22,115,Santiago,17,1.84,33
2020-01-23,117,Ralph,9,1.57,16
2020-01-24,121,Joseph,4,1.07,6
2020-01-25,117,Diana,2,1.7,5
2020-01-26,120,Holly,12,1.61,21
2020-01-27,116,Kirsten,7,1.06,9
2020-01-28,121,Rose,19,1.97,39
2020-01-29,124,Starla,19,1.91,38
2020-01-30,117,James,3,1.4,6
2020-01-31,122,Thomas,10,1.7,19
2020-02-01,118,Ashlea,14,1.17,18
2020-02-02,122,Betty,20,1.33,29
2020-02-03,119,Kathy,6,1.4,10
2020-02-04,116,Brenda,1,1.37,3
2020-02-05,116,Gary,2,1.54,5
2020-02-06,117,Loretta,3,1.8,7
2020-02-07,121,Kimberly,4,1.45,8
2020-02-08,125,Zoe,20,1.7,36
2020-02-09,121,Janice,4,1.75,9
2020-02-10,119,Jeffrey,9,1.75,18
2020-02-11,123,Frank,9,1.53,16
2020-02-12,121,Todd,20,1.68,36
2020-02-13,122,Kevin,19,1.55,31
2020-02-14,120,Scott,1,1.19,3
2020-02-15,125,Cammie,2,1.52,5
2020-02-16,122,Kristine,18,1.09,22
2020-02-17,118,David,16,1.4,24
2020-02-18,118,Stanley,12,1.4,19
2020-02-19,121,Richard,6,1.54,11
2020-02-20,124,Krystal,5,1.6,10
2020-02-21,124,Keith,3,1.94,8
2020-02-22,124,Elisabeth,13,1.8,25
2020-02-23,122,Marvin,12,1.55,21
2020-02-24,115,Gladys,13,1.68,24
2020-02-25,123,Larry,19,1.26,26
2020-02-26,119,Ofelia,10,1.31,15
2020-02-27,116,Frances,5,1.31,9
2020-02-28,122,Grant,19,1.76,35
2020-02-29,125,Oma,19,1.34,27
2020-03-01,123,Philip,5,1.32,9
2020-03-02,116,Amber,6,1.02,8
2020-03-03,116,Leo,8,1.78,16
2020-03-04,124,Patricia,20,1.13,25
2020-03-05,117,Margaret,12,1.35,18
2020-03-06,125,Trisha,13,1.23,18
2020-03-07,115,Deborah,12,1.02,14
2020-03-08,123,Maryellen,13,1.16,17
2020-03-09,119,Debora,11,1.66,20
2020-03-10,116,William,18,1.21,24
2020-03-11,119,Robert,7,1.88,15
2020-03-12,124,Frances,5,1.47,9
2020-03-13,117,Marion,2,1.08,4
2020-03-14,124,Patricia,17,1.49,27
2020-03-15,121,Leslie,8,1.94,18
2020-03-16,122,Terry,19,1.04,22
2020-03-17,122,Rachel,10,1.2,14
2020-03-18,116,Susan,3,1.96,8
2020-03-19,125,Joan,17,1.76,32
2020-03-20,120,James,11,1.86,22
2020-03-21,117,Jason,13,1.53,22
2020-03-22,122,Ruth,4,1.72,9
2020-03-23,120,Nina,20,1.85,39
2020-03-24,122,Joshua,12,1.28,17
2020-03-25,116,Clarence,5,1.37,9
2020-03-26,118,Dolores,16,1.95,33
2020-03-27,122,Norma,8,1.51,14
2020-03-28,118,William,9,1.74,18
2020-03-29,122,Robert,20,1.37,29
2020-03-30,125,Juan,5,1.77,11
2020-03-31,121,Estela,12,1.58,21
2020-04-01,117,Queen,20,1.67,35
2020-04-02,117,Vicki,6,1.86,13
2020-04-03,119,Neal,20,1.52,32
2020-04-04,115,Michael,11,1.49,18
2020-04-05,122,Craig,3,1.7,7
2020-04-06,117,Beryl,9,1.24,13
2020-04-07,124,Wilson,15,1.77,29
2020-04-08,116,Joshua,14,1.69,26
2020-04-09,116,Timothy,10,1.29,15
2020-04-10,125,Gail,13,1.96,27
2020-04-11,120,William,15,1.89,30
2020-04-12,124,Wesley,10,1.45,17
2020-04-13,120,Michael,9,1.79,18
2020-04-14,123,Jo,12,2,26
2020-04-15,120,Jacque,10,1.94,21
2020-04-16,120,Beatrice,4,1.78,9
2020-04-17,116,Raymond,13,1,15
2020-04-18,121,Matthew,1,1.83,4
2020-04-19,117,Cody,5,1.5,10
2020-04-20,122,Heather,15,1.38,23
2020-04-21,123,Jonathan,17,1.66,30
2020-04-22,122,Jean,3,1.3,6
2020-04-23,121,Gary,14,1.42,22
2020-04-24,120,Tasha,19,1.68,34
2020-04-25,123,Scott,20,1.02,22
2020-04-26,125,Kelly,19,1.89,38
2020-04-27,116,Michael,6,1.53,11
2020-04-28,123,Tiffany,15,1.18,20
2020-04-29,121,Martha,18,1.06,21
2020-04-30,123,Michael,18,1.32,26
2020-05-01,125,Melissa,13,1.99,28
2020-05-02,117,Everett,6,1.41,10
2020-05-03,124,Paul,2,1.45,5
2020-05-04,116,In,4,1.61,8
2020-05-05,118,Lawrence,10,1.99,22
2020-05-06,115,Theresa,11,1.85,22
2020-05-07,122,Geneva,1,1.47,3
2020-05-08,124,Ethel,4,1.51,8
2020-05-09,123,Rita,7,1.62,13
2020-05-10,124,Suzanne,13,1.63,23
2020-05-11,123,Latoya,16,1.5,26
2020-05-12,123,Margaret,1,1.27,3
2020-05-13,116,Kenny,2,1.54,5
2020-05-14,116,Cathryn,20,1.34,29
2020-05-15,115,Darwin,16,1.73,30
2020-05-16,117,Anthony,5,1.42,9
2020-05-17,118,Harry,20,1.13,25
2020-05-18,122,Harold,17,1.51,28
2020-05-19,116,Gregory,6,1.29,10
2020-05-20,124,Charles,20,1.8,38
2020-05-21,125,Richard,17,1.43,26
2020-05-22,124,Terry,8,1.48,14
2020-05-23,123,Mark,14,1.39,21
2020-05-24,117,Marietta,6,1.42,11
2020-05-25,119,Lillian,6,1.93,14
2020-05-26,122,Davina,8,1.97,18
2020-05-27,119,Michael,1,1.15,3
2020-05-28,118,Aracelis,8,1.73,16
2020-05-29,116,June,10,1.21,14
